issue_id	publish_year	publish_month	icon_url	"Character Id: 40454, Name: Hellion"	Number of Issues: 605
307157	2011	7	2128968-xm115_icon.jpg		
307129	2011	7	2128915-xme115_icon.jpg		
309407	2011	7	2147330-xmensonderbandnewmutants4_852_icon.jpg		
300470	2011	7	2061462-67_icon.jpg		
273056	2011	8	1848624-x_men_legacy_icon.jpg		
274227	2011	8	1860187-x13_icon.jpg		
275854	2011	8	1873423-1011875_icon.jpg		
290679	2011	8	1988170-x_men254_icon.jpg		
293397	2011	8	2014881-6910eb01bb6cbdb6db7984439c2ace0e_icon.jpg		
307158	2011	8	2128970-xm116_icon.jpg		
307130	2011	8	2128916-xme116_icon.jpg		
312193	2011	8	2169362-68_icon.jpg		
318878	2011	8	2229731-x_men6_icon.jpg		
278805	2011	9	1906378-newmutants27a_icon.jpg		
290680	2011	9	1988180-x_men_deluxe197_icon.jpg		
293398	2011	9	2014891-7d83fb5cf24dae400a09b830ed9e72e0_icon.jpg		
293592	2011	9	2021435-uxm__bp_icon.jpg		
293646	2011	9	2022567-xmn__ftl_icon.jpg		
307159	2011	9	2128971-xm117_icon.jpg		
307131	2011	9	2128917-xme117_icon.jpg		
312194	2011	9	2169365-69_icon.jpg		
295215	2011	10	2041084-nm__ub_icon.jpg		
295216	2011	10	2041091-xmn_lgc__ll_icon.jpg		
302164	2011	10	2080650-xmen130_446_icon.jpg		
300471	2011	10	2061463-70_icon.jpg		
324459	2011	10	2260643-9782809422764_icon.jpg		
302721	2011	11	2087547-x_men257_icon.jpg		
303677	2011	11	2163908-01_icon.jpg		
307133	2011	11	2128919-xme119_icon.jpg		
308168	2011	11	2136351-25_icon.jpg		
312195	2011	11	2169373-71_icon.jpg		
318882	2011	11	2229735-x_men9_icon.jpg		
294888	2011	12	2089396-01a_icon.jpg		
299471	2011	12	2056887-wolvxmen2011001_c_icon.png		
307586	2011	12	2131705-x_men258_icon.jpg		
307134	2011	12	2128920-xme120_icon.jpg		
308169	2011	12	2136352-26_icon.jpg		
308847	2011	12	2140051-gh__ssm_icon.jpg		
308862	2011	12	2140235-xmn__sch_icon.jpg		
312196	2011	12	2169381-72_icon.jpg		
318883	2011	12	2229736-x_men10_icon.jpg		
319609	2011	12	2233489-xmensonderbandageofx128von229_692_icon.jpg		
319634	2011	12	2233590-marvel_mega74_icon.jpg		
302673	2012	1	2086877-prv10435_cov_icon.jpg		
308103	2012	1	2136148-image_gallery__3__icon.jpg		
309477	2012	1	2148015-xmen133_199_icon.jpg		
309611	2012	1	2148850-xfr_oe_v2_icon.jpg		
311043	2012	1	2159486-panini2012_xmen121_icon.jpg		
311044	2012	1	2159494-panini2012_xmenextra_icon.jpg		
312197	2012	1	2169382-773_icon.jpg		
318586	2012	1	2227816-essential_x_men_no_27_icon.jpg		
318884	2012	1	2229739-x_men11_icon.jpg		
319610	2012	1	2233517-xmensonderbandageofx228von229_525_icon.jpg		
319638	2012	1	2233594-marvel_mega75_icon.jpg		
305778	2012	2	2116200-x23_18_icon.jpg		
307727	2012	2	2168161-19_icon.jpg		
308418	2012	2	2137862-prv10906_cov_icon.jpg		
316047	2012	2	2205094-xfc__nc_icon.jpg		
315476	2012	2	2196685-xmenp4011_icon.jpg		
315388	2012	2	2195905-x_men_deluxe202_icon.jpg		
312198	2012	2	2169383-74_icon.jpg		
318574	2012	2	2227638-x_men260_icon.jpg		
318953	2012	2	2230248-x_men12_icon.jpg		
321186	2012	2	2240903-xmn_lgc__fmsotu_icon.jpg		
324417	2012	2	2260491-6_43_88_1_icon.jpg		
315477	2012	3	2196689-xmenp4012_icon.jpg		
309598	2012	3	2148573-x23_icon.jpg		
310892	2012	3	2157666-wolverinexmen4a_icon.jpg		
317929	2012	3	2222780-xmen135_857_icon.jpg		
319346	2012	3	2231775-x_menextra123_icon.jpg		
319420	2012	3	2232622-xmensonderbandxmenlegacy1_427_icon.jpg		
323689	2012	3	2256706-ast_xmn_by_w_c_uc_2_icon.jpg		
323713	2012	3	2256824-6_74_13_1_icon.jpg		
315083	2012	4	2192953-wolverinexmen5c_icon.jpg		
331958	2012	4	2300307-xmen136_960_icon.jpg		
333220	2012	4	2310472-x_men_deluxe205_icon.jpg		
333576	2012	4	2313579-6_73_14_1_icon.jpg		
333678	2012	4	2315043-abrilpanini14_icon.jpg		
336301	2012	4	2352291-w_txmn_by_ja1_icon.jpg		
321330	2012	5	2241177-www_icon.jpg		
324898	2012	5	2264349-xmenlg2008264_dc11_lr_0001_icon.jpg		
324904	2012	5	2264377-image_gallery__2__icon.jpg		
323702	2012	6	2256787-image_gallery_icon.jpg		
332029	2012	6	2301343-prev_img_icon.jpeg		
333427	2012	6	2311558-prev_img_1_icon.jpeg		
333556	2012	7	2313393-image_gallery_icon.jpg		
335232	2012	7	2335633-xmenlegacy266c_icon.jpg		
335236	2012	7	2335636-wolvxmen2011010_dc11_lr_0001_icon.jpg		
